gene_symbol	log2fc	padj	pvalue	ensembl_id
UQCRH	-0.313889644973217	0.0795892111658463	0.000377735514254178	ENSG00000173660
MRPL36	-0.192467730220791	0.0795892111658463	0.000378053155010156	ENSG00000171421
NDUFV2P1	-0.241410883742552	0.0795892111658463	0.00038995607296363	ENSG00000267809
RP3-414A15.10	-0.327774225989954	0.0795892111658463	0.000393372688456628	ENSG00000258603
RIDA	-0.196396537445778	0.0795892111658463	0.000397569761888425	ENSG00000132541
ETFRF1	-0.20755934049091	0.0795892111658463	0.000398552751815077	ENSG00000205707
CENPU	0.564497489667369	0.0795892111658463	0.000400798800230875	ENSG00000151725
PIGL	0.253505874093695	0.0798852000738984	0.000409014261987679	ENSG00000108474
LRRN3	0.691345098769815	0.0798852000738984	0.000414216062695052	ENSG00000173114
RNF5	-0.237732041920154	0.0798852000738984	0.000416487801795311	ENSG00000204308
NDUFS6	-0.211661130558262	0.0826431705396403	0.00043576291119308	ENSG00000145494
NEAT1	0.237372443186141	0.0831634660198007	0.000443433375305531	ENSG00000245532
ARHGAP33	0.424949276075804	0.0846389064077663	0.000456642102958767	ENSG00000004777
MCUR1	-0.22564691213859	0.0846389064077663	0.000481027887898967	ENSG00000050393
RIN1	0.571220995592811	0.0846389064077663	0.000483464173807118	ENSG00000174791
CYC1	-0.264710274885398	0.0846389064077663	0.000487994799925579	ENSG00000179091
DNPH1	-0.265108756582837	0.0846389064077663	0.000488650612690746	ENSG00000112667
RP11-34P1.2	-0.316614733203205	0.0846389064077663	0.000492626103663181	ENSG00000254373
LOC399715	0.470024524410044	0.0846389064077663	0.000492853715061207	ENSG00000215244
TTC28-AS1	0.239667939374801	0.0846389064077663	0.000494610883315147	ENSG00000235954
MRPS36	-0.301628576146587	0.0846389064077663	0.000496430578492142	ENSG00000134056
RWDD2B	-0.148874788406739	0.0866595342595712	0.000513416282123178	ENSG00000156253
PRDX5	-0.218037332174688	0.0875571004182049	0.000523921271534966	ENSG00000126432
ATP5H	-0.244981176430549	0.0877193325386707	0.000530088981512199	ENSG00000167863
CYCS	-0.367471602450642	0.0877445700896112	0.000551998224854081	ENSG00000172115
PNMT	0.345070875092991	0.0877445700896112	0.000565477225850207	ENSG00000141744
GUF1	-0.202120273564391	0.0877445700896112	0.000567519957316134	ENSG00000151806
DLAT	-0.275470895607041	0.0877445700896112	0.00057548042086717	ENSG00000150768
CYP26B1	0.812231063824611	0.0877445700896112	0.00057803109482983	ENSG00000003137
UBFD1	0.155878753225439	0.0877445700896112	0.000579911111495157	ENSG00000103353
PCDHGB2	0.328593851281879	0.0877445700896112	0.000584799174053029	ENSG00000253910
TMEM261	-0.235252997915146	0.0877445700896112	0.000584990848102852	ENSG00000137038
VDAC3P1	-0.266563228052226	0.0877445700896112	0.000585620854480055	ENSG00000271198
AFG3L2	-0.154063784029645	0.0877445700896112	0.000588856500915344	ENSG00000141385
NDUFA1	-0.236647415177224	0.0877445700896112	0.000610292439524568	ENSG00000125356
GOT2	-0.280643124873001	0.0877445700896112	0.000621307548010826	ENSG00000125166
DECR1	-0.327422263369052	0.0877445700896112	0.000624145152713552	ENSG00000104325
MT-TI	-0.582201822433859	0.0877445700896112	0.000626565995316546	ENSG00000210100
RP11-574K11.24	0.338247306002715	0.0877445700896112	0.00063320529726508	ENSG00000279088
ZNF251	0.220971792380248	0.0877445700896112	0.000649875173232821	ENSG00000198169
ETHE1	-0.234742931782267	0.0877445700896112	0.000652709032420587	ENSG00000105755
ATP5O	-0.267628120451083	0.0877445700896112	0.000660370914382498	ENSG00000241837
BBS4	0.214869654699408	0.0877445700896112	0.000660805140946517	ENSG00000140463
ATP5E	-0.225028957049411	0.0877445700896112	0.000662685659868672	ENSG00000124172
CCDC138	0.250764398244847	0.0877445700896112	0.000663041064556647	ENSG00000163006
TCF15	-0.447861353810261	0.0877445700896112	0.000663699921932474	ENSG00000125878
SMIM4	-0.181197783127753	0.0877445700896112	0.00066393696823238	ENSG00000168273
FOXJ2	0.253201387127135	0.0877445700896112	0.000672248283465825	ENSG00000065970
COX7B	-0.26740291171699	0.0877445700896112	0.0006779558924092	ENSG00000131174
IVNS1ABP	-0.210706150485139	0.0877445700896112	0.000679258879095215	ENSG00000116679
NDUFB10	-0.261352497424532	0.0877445700896112	0.000680531927205616	ENSG00000140990
TRMT10C	-0.1814110615769	0.0877445700896112	0.000684044240866341	ENSG00000174173
LOC645513	0.270829495136053	0.0877445700896112	0.000684435461061249	ENSG00000245958
UQCRQ	-0.267753781749431	0.0877445700896112	0.000702646485449445	ENSG00000164405
GPATCH8	0.19302670001225	0.0877445700896112	0.000703061095238766	ENSG00000186566
RP3-469D22.1	-0.29389623075454	0.0877445700896112	0.000708076303896055	ENSG00000238084
PCDHGC5	0.417854676843207	0.0877445700896112	0.000715069510748196	ENSG00000240764
CDK8	-0.167605227086793	0.0877445700896112	0.000720184473369105	ENSG00000132964
HSPD1P1	-0.241071786674504	0.0877445700896112	0.000722095928715385	ENSG00000213430
MRPS33	-0.22290082049999	0.0877445700896112	0.000722837546553046	ENSG00000090263
CYCSP55	-0.443514762725092	0.0877445700896112	0.000733528034686569	ENSG00000214810
RP11-663P9.2	-0.2618349052858	0.0877445700896112	0.000738122356531696	ENSG00000124399
MRPL35	-0.231276350463243	0.0877445700896112	0.000740406324806892	ENSG00000132313
MTSS1	0.237556175297183	0.0877445700896112	0.000745593105202825	ENSG00000170873
GIGYF1	0.218218165885946	0.0877445700896112	0.000746649808500693	ENSG00000146830
ATP5C1	-0.305162150210438	0.0877445700896112	0.000748576224474437	ENSG00000165629
MRPL15	-0.246156103010579	0.0879387382121795	0.000755442682668761	ENSG00000137547
COQ10A	-0.267223476504378	0.0892364423501397	0.000776799221452764	ENSG00000135469
NDUFB6	-0.241820512160198	0.0892364423501397	0.000778001973665654	ENSG00000165264
COMMD6	-0.232550870562709	0.0892364423501397	0.000782451180035587	ENSG00000188243
NDUFAF3	-0.145529145502673	0.0894211635050595	0.000790960698963329	ENSG00000178057
FIS1	-0.152937020358438	0.0894211635050595	0.000798685495881005	ENSG00000214253
ESRRA	-0.262886585130866	0.0894211635050595	0.000799964197479944	ENSG00000173153
ANK1	-0.270824948879078	0.0932776511985618	0.000841251506366394	ENSG00000029534
C11ORF74	-0.218262799227615	0.0932776511985618	0.000845516952033885	ENSG00000166352
PCDHGB8P	0.296622154552015	0.0944913706453009	0.000862116895513736	ENSG00000248449
CTSL	-0.191690238556054	0.0946918067431063	0.00086955566355717	ENSG00000135047
HNRNPD	0.15106324540484	0.0948574742787962	0.000876696841488963	ENSG00000138668
LINC00998	-0.171242287501669	0.0949930204774433	0.000883577475855121	ENSG00000214194
FH	-0.240102011427929	0.0950863107334458	0.000892148543517112	ENSG00000091483
GCSH	-0.298374343102412	0.0950863107334458	0.000895712033095437	ENSG00000140905
ATP5G1	-0.344201962160962	0.0964298846761981	0.00092010420964507	ENSG00000159199
BSN	0.479901339063702	0.0964298846761981	0.000921072401117289	ENSG00000164061
PITPNA-AS1	-0.220247515421587	0.0964298846761981	0.000926282203445108	ENSG00000236618
SAMM50	-0.186886600044325	0.0964298846761981	0.000937848078890031	ENSG00000100347
GOT1	-0.37670098947992	0.0964298846761981	0.000940797622097345	ENSG00000120053
NTMT1	-0.214505443040006	0.0964298846761981	0.000942646541357467	ENSG00000148335
AC013275.2	-2.64339774721613	0.0968509381842099	0.000952500488096382	ENSG00000231013
UQCRC2	-0.242350095600884	0.0974976752277282	0.000967054660186659	ENSG00000140740
C1QBP	-0.165864075984316	0.0974976752277282	0.000970413498326816	ENSG00000108561
HCCS	-0.204848348010456	0.0976665841810038	0.000977880960162903	ENSG00000004961
LINC01091	0.705218098994589	0.0979010606079884	0.000986753678007201	ENSG00000249464
RP11-563J2.3	0.542661401895078	0.0979010606079884	0.000991828980624801	ENSG00000212743
RP11-734K2.4	0.257558183876298	0.0983298302193555	0.00100417097926396	ENSG00000270344
RWDD1	-0.164591286280015	0.0983298302193555	0.00101222821209013	ENSG00000111832
COX7A2	-0.294646642136194	0.0983298302193555	0.0010136495324467	ENSG00000112695
UQCR10	-0.283923913289231	0.0990067357426239	0.00103234863047787	ENSG00000184076
ATP5HP4	-0.3002495305135	0.0990067357426239	0.00103235887734474	ENSG00000234925
CRAMP1	0.208347917418313	0.0990146134180443	0.00104034043427846	ENSG00000007545
FUNDC2	-0.133064289086559	0.0990146134180443	0.00104417330341915	ENSG00000165775
DROSHA	0.141760346224199	0.0994898441163109	0.00105507921658982	ENSG00000113360
NDUFA2	-0.204897113024515	0.100035835365233	0.00106875853012159	ENSG00000131495
FAM104B	-0.235120817712651	0.100035835365233	0.00107272268505878	ENSG00000182518
SLC7A6	0.359388689017262	0.101084434513149	0.00109402436727331	ENSG00000103064
CKMT2-AS1	0.380620481376318	0.101084434513149	0.0011023400372171	ENSG00000247572
NIDDM3	0.351107401175923	0.101084434513149	0.00110492581932243	ENSG00000242419
PDHA1	-0.293453858352675	0.101084434513149	0.00111992756445298	ENSG00000131828
RNF207	-0.580276395105424	0.101084434513149	0.00112048930962992	ENSG00000158286
CHPF	0.342740218373461	0.101084434513149	0.0011234330459106	ENSG00000123989
MOK	0.398488818297219	0.101084434513149	0.00112588860053747	ENSG00000080823
COX17P1	-0.190559453806963	0.10134615354454	0.00113982301103136	ENSG00000205105
RP11-734E19.1	-0.299208197688588	0.10134615354454	0.00114081220294227	ENSG00000258090
PIGX	-0.182274660234717	0.101440197106307	0.00115635446402816	ENSG00000163964
GATS	0.286183393960063	0.101440197106307	0.00116168702095497	ENSG00000239521
PCBD1	-0.222852183819047	0.101440197106307	0.00116418911211005	ENSG00000166228
SERF2	-0.189980361300146	0.101440197106307	0.00116591019838993	ENSG00000140264
FAM122B	0.205731259089277	0.10176962725689	0.00117913451913367	ENSG00000156504
RP11-434H6.7	0.400086238482411	0.10176962725689	0.00118175525459745	ENSG00000273437
TMEM255A	0.427871228995229	0.101929323522193	0.00119099697688887	ENSG00000125355
SDHB	-0.258366703696392	0.101929323522193	0.00119636380539086	ENSG00000117118
CTR9	-0.151688268538331	0.101929323522193	0.00121336573486939	ENSG00000198730
NDUFA4	-0.28063335626407	0.101929323522193	0.00121493587823885	ENSG00000189043
ANAPC11	-0.170466012308269	0.101929323522193	0.00121706302775528	ENSG00000141552
MRPS18B	-0.213132459756889	0.101929323522193	0.00122668597790526	ENSG00000204568
MFSD14C	0.180301963758138	0.101929323522193	0.00123642554591944	ENSG00000196312
RP11-329A14.1	-0.262023095028901	0.101929323522193	0.00124492635004621	ENSG00000235105
NFU1	-0.148431214989707	0.101929323522193	0.0012452475827274	ENSG00000169599
KCNT2	0.458473032898341	0.101929323522193	0.00125517697680244	ENSG00000162687
DAP3	-0.113539427974892	0.101929323522193	0.00125853565672085	ENSG00000132676
PCDHGB6	0.261679266482127	0.101929323522193	0.00126565407584077	ENSG00000253305
LYPLA1	-0.286370650315699	0.101929323522193	0.00126742325408953	ENSG00000120992
GLTSCR1	0.357659185001841	0.101929323522193	0.00127738080374493	ENSG00000063169
RP11-249L21.4	-0.347384280113128	0.101929323522193	0.0012785116030297	ENSG00000228834
AP4M1	0.219938866435894	0.101929323522193	0.0012802308541208	ENSG00000221838
MMACHC	-0.284786000762361	0.102049552911429	0.00128968740904477	ENSG00000132763
RERE	0.246565253932345	0.102049552911429	0.00129527318847121	ENSG00000142599
PTER	-0.31697930862642	0.102049552911429	0.00130408662097726	ENSG00000165983
SMCO1	-0.249977378929249	0.102049552911429	0.00131015365800944	ENSG00000214097
PDHB	-0.27356424994657	0.102049552911429	0.00131197067253866	ENSG00000168291
ATP5J2	-0.214385903049085	0.10216433846331	0.00133627934035861	ENSG00000241468
RPP25L	-0.195821859564964	0.10216433846331	0.0013519268037883	ENSG00000164967
PPP1CC	-0.156233402534326	0.10216433846331	0.00135826759082135	ENSG00000186298
NDUFB8	-0.235127658755564	0.10216433846331	0.00135888856379848	ENSG00000166136
CISD1	-0.246409131366502	0.10216433846331	0.00135949828538183	ENSG00000122873
HDDC2	-0.263611875556805	0.10216433846331	0.00136193507340612	ENSG00000111906
TMEM141	-0.242863971320777	0.10216433846331	0.00136387901660009	ENSG00000244187
RP11-270C12.3	-0.288806665958052	0.10216433846331	0.00136502239904221	ENSG00000224550
TSLP	-0.471563543230448	0.10216433846331	0.00137664577083497	ENSG00000145777
SUCLA2	-0.229505399868024	0.10216433846331	0.00137986348068047	ENSG00000136143
GPATCH2	0.154588412693563	0.10216433846331	0.00138241017455156	ENSG00000092978
RNF128	-0.2286474423771	0.10216433846331	0.00138607935944653	ENSG00000133135
ALMS1	0.167918391638292	0.103082516972282	0.00140464357507109	ENSG00000116127
ZNF606	0.168001565496176	0.103384520469568	0.0014148838336673	ENSG00000166704
C19ORF70	-0.226374251489066	0.103947394788762	0.00143947349757881	ENSG00000174917
MTIF2	-0.218555515711173	0.103947394788762	0.00144227725378208	ENSG00000085760
UQCRFS1	-0.26866218448532	0.103947394788762	0.00145023192227562	ENSG00000169021
FAM174B	0.345822568486742	0.103947394788762	0.00145920429387679	ENSG00000185442
RP11-204C16.4	0.401563982465379	0.103947394788762	0.00145942208549703	ENSG00000217624
ASPRV1	0.553685423187901	0.103947394788762	0.00146506217216904	ENSG00000244617
STRADB	-0.205468319268365	0.103947394788762	0.0014657749923859	ENSG00000082146
ATP5I	-0.24350000745281	0.103947394788762	0.00147185421852681	ENSG00000169020
TMEM14B	-0.147123485422012	0.104081491195801	0.00149030310753015	ENSG00000137210
GCOM2	-0.281044352816846	0.104081491195801	0.00149817028322565	ENSG00000227725
GTF3A	-0.143574691190636	0.104081491195801	0.00150232934855496	ENSG00000122034
PLP2	0.2657271600494	0.104081491195801	0.00151156520822272	ENSG00000102007
SLIRP	-0.18045047971267	0.104081491195801	0.0015121676957341	ENSG00000119705
PDHX	-0.219076289821514	0.104081491195801	0.00151597753724881	ENSG00000110435
ATF7	0.234549298477015	0.104081491195801	0.00152348436005219	ENSG00000170653
ATP5B	-0.285097852092574	0.104081491195801	0.00152485721801119	ENSG00000110955
MRPL11	-0.159772540070864	0.104081491195801	0.0015342835001157	ENSG00000174547
ZFYVE26	0.170156348682954	0.104081491195801	0.00153541627512023	ENSG00000072121
SCN4B	-0.512962839338574	0.104871005515099	0.00155327634212778	ENSG00000177098
SRRM1	0.161775744890512	0.104974139989817	0.00156102311377712	ENSG00000133226
SLC4A7	-0.429081682343965	0.10520800910156	0.00157251232467159	ENSG00000033867
CXORF40A	-0.260339660057647	0.10520800910156	0.00157696701834793	ENSG00000197620
MTF1	0.182080464933904	0.106023541547009	0.00160715244130305	ENSG00000188786
UBTD1	0.401144639700983	0.106023541547009	0.00161992556987821	ENSG00000165886
FAM184B	0.848793948123488	0.106023541547009	0.00162510270860806	ENSG00000047662
GSTK1	-0.204904773907259	0.106023541547009	0.0016260543815267	ENSG00000197448
DEXI	-0.176625416328493	0.106023541547009	0.00162894246458583	ENSG00000182108
MIR6789	-0.178592266132228	0.106023541547009	0.00163533416415485	ENSG00000104886
RPUSD3	-0.139441914587957	0.106023541547009	0.00165205194461395	ENSG00000156990
OST4	-0.14418201375856	0.106023541547009	0.00166477420335368	ENSG00000228474
TMTC4	-0.198297810505552	0.106023541547009	0.00166514606648212	ENSG00000125247
GTF2IRD1	0.252399337246928	0.106023541547009	0.00166676778658733	ENSG00000006704
NUP214	0.187821880143374	0.106023541547009	0.0016669166862668	ENSG00000126883
CSNK2A2	0.182907207233196	0.106023541547009	0.00166968131250437	ENSG00000070770
AC069063.1	0.584177808874435	0.106023541547009	0.00167084910548636	ENSG00000279131
KRTCAP2	0.35445623214071	0.10618793937484	0.00167973101564561	ENSG00000163463
DPH7	0.154584665547091	0.106434641365405	0.00168993920765025	ENSG00000148399
SYNPO2L	0.327880321838432	0.107012929719839	0.00170579045108648	ENSG00000166317
DYNLL2	-0.137693985577659	0.107012929719839	0.00171793727820417	ENSG00000264364
COPS9	-0.165083525405637	0.107012929719839	0.00171993303932987	ENSG00000172428
TTLL7-IT1	0.451173163554705	0.107012929719839	0.00172448112351419	ENSG00000233061
USP11	0.186962589141022	0.107357267226834	0.00173639042318418	ENSG00000102226
YIPF7	-0.183212299897909	0.107373657545697	0.00174360072858416	ENSG00000177752
ATG101	-0.18847449296115	0.107373657545697	0.00175352007638696	ENSG00000123395
AC007318.5	-0.201544619879803	0.107373657545697	0.0017584647252152	ENSG00000172974
CTD-2024I7.18	0.379685401856768	0.107373657545697	0.00177582567168062	ENSG00000273557
LARP4	-0.148586504920742	0.107373657545697	0.00177959329873205	ENSG00000161813
COA6	-0.192163519142766	0.107373657545697	0.00178120854166168	ENSG00000168275
CCNL2	0.141188086570496	0.107373657545697	0.00178772056701934	ENSG00000221978
HIGD2A	-0.121291697665367	0.107373657545697	0.00178934120668794	ENSG00000146066
NDUFS3	-0.231575040928321	0.107373657545697	0.00179390789903943	ENSG00000213619
AKAP7	-0.324403213036594	0.107444129509695	0.00180145083543122	ENSG00000118507
SLC25A11	-0.244177801386864	0.107498004934234	0.00181464077972816	ENSG00000108528
GRHPR	-0.161285507915844	0.107498004934234	0.00181509161717262	ENSG00000137106
TRUB1	-0.205144709126001	0.110118171234577	0.00186585680271871	ENSG00000165832
MDM4	0.115873242137367	0.110343023838983	0.00187620403115043	ENSG00000198625
RP11-283I3.6	0.241437368550671	0.111101385651701	0.00189568096852242	ENSG00000261799
SALL4P7	0.355018744255846	0.113647216529726	0.00194585257284737	ENSG00000258692
VDAC1P2	-0.216591206876989	0.114929483162139	0.00197461639415962	ENSG00000213856
GSE1	0.204884122014797	0.115373896044632	0.00198908725333182	ENSG00000131149
IBTK	-0.178506401201403	0.115885914353337	0.00200478031821638	ENSG00000005700
KDM4D	0.385130815399439	0.115901369500241	0.00201191428778782	ENSG00000186280
EPM2A	-0.13986997363764	0.115959987978653	0.00203573143896877	ENSG00000112425
RP11-227G15.8	0.364586021738392	0.115959987978653	0.00204623967692661	ENSG00000266385
GATAD2B	0.234645262128176	0.115959987978653	0.00206480635755909	ENSG00000143614
PPP1R14B	-0.276160845070289	0.115959987978653	0.0020767233274141	ENSG00000173457
SLC14A1	-0.518265898620849	0.115959987978653	0.0020844507930926	ENSG00000141469
BAG1	-0.182746749683393	0.115959987978653	0.0020881348233225	ENSG00000107262
PCDHGA8	0.265919981557568	0.115959987978653	0.00208829601426404	ENSG00000253767
UBE3C	-0.129190820786006	0.115959987978653	0.00208984968643297	ENSG00000009335
PRDX2	-0.203295588247239	0.115959987978653	0.00209003204830548	ENSG00000167815
ZNF585A	0.168763120725763	0.115959987978653	0.00209590872333141	ENSG00000196967
RP11-439E19.10	0.227307363313586	0.115959987978653	0.00209741576698095	ENSG00000260855
MDH1	-0.344067742966856	0.115959987978653	0.00209944148376176	ENSG00000014641
VDAC1	-0.159715707921959	0.115959987978653	0.00210224280594038	ENSG00000213585
ZNF862	0.27059544054025	0.116156960656724	0.00211269547494605	ENSG00000106479
NDUFB9	-0.213286120007315	0.116685491746842	0.00212922160424358	ENSG00000147684
ZNF252P	-0.171457744916683	0.116805117450893	0.0021383246218571	ENSG00000196922
TMEM230	-0.157879686185114	0.117012489786969	0.00214905337010251	ENSG00000089063
SLC25A3P2	-0.466521842972279	0.118138319306311	0.00217672950437008	ENSG00000258373
MYPN	0.1208953853538	0.118254051242541	0.00219316541696825	ENSG00000138347
XXBAC-BPGBPG55C20.2	0.235419448678816	0.118254051242541	0.0021950352055989	ENSG00000272316
MRPS5	-0.186859822750585	0.118254051242541	0.00221408371463203	ENSG00000144029
NUTF2	-0.116810146854042	0.118254051242541	0.00221444309698824	ENSG00000102898
UBE2MP1	-0.202074609097825	0.118254051242541	0.00221560839160946	ENSG00000261461
UQCRBP1	-0.339974117246119	0.118254051242541	0.00222909182999061	ENSG00000237748
AC079780.3	-0.479233032386128	0.118254051242541	0.00223224763141707	ENSG00000236654
CCDC28B	-0.232472508764797	0.118254051242541	0.00223490979005691	ENSG00000160050
EMCN	-0.305635551415849	0.11833391024068	0.00224665038194565	ENSG00000164035
FAM174A	-0.199476455948713	0.11833391024068	0.00225044049927474	ENSG00000174132
CDC37L1	-0.207524428611169	0.11842803809582	0.00225924689062469	ENSG00000106993
ITGB1BP2	-0.294541726644775	0.118705510075026	0.00227157294592294	ENSG00000147166
MALSU1	-0.140161156118357	0.11991998955173	0.00230191815953317	ENSG00000156928
RYR1	0.250334972536177	0.120306494711715	0.00231646488425306	ENSG00000196218
LOC105370792	-0.780387447538708	0.122161955564736	0.00236454211444263	ENSG00000174171
USP6	0.405960111482856	0.122161955564736	0.00237269007452042	ENSG00000129204
ADAMTS17	0.446365211067173	0.122161955564736	0.00237390375171712	ENSG00000140470
NDUFB5	-0.197149698082656	0.122777717229994	0.00239314349005675	ENSG00000136521
PCDHGA11	0.269082929948808	0.122915307036103	0.0024031074898936	ENSG00000253873
MAP1LC3A	-0.225531259516653	0.122982462724356	0.00241170656802903	ENSG00000101460
MAPKAP1	-0.111918742257803	0.123281677308086	0.0024255534918162	ENSG00000119487
PLA2G12AP1	-0.308906073626957	0.123281677308086	0.00243218191501823	ENSG00000224680
